workerid,proliferate.condition,internal_node_id,response,response_0,response_1,response_2,response_3,rt,slider_0,slider_1,slider_2,slider_3,slider_start,stimulus,success,time_elapsed,trial_index,trial_type,error,time_value
56,Condition 1,0.0-15.0,,25,35,35,5,28028,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,582646,15,html-multi-slider-response,,60
56,Condition 1,0.0-16.0,,30,30,30,10,26208,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,609118,16,html-multi-slider-response,,120
56,Condition 1,0.0-17.0,,15,25,25,35,63670,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,673045,17,html-multi-slider-response,,20
56,Condition 1,0.0-18.0,,40,20,20,20,27082,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,700394,18,html-multi-slider-response,,15
56,Condition 1,0.0-19.0,,20,30,40,10,28050,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,728703,19,html-multi-slider-response,,90
56,Condition 1,0.0-20.0,,30,30,30,10,24771,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,753737,20,html-multi-slider-response,,120
56,Condition 1,0.0-21.0,,40,20,20,20,41887,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,795879,21,html-multi-slider-response,,10
56,Condition 1,0.0-22.0,,25,35,35,5,30575,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,826722,22,html-multi-slider-response,,45
19,Condition 1,0.0-5.0,,0,46,54,0,23899,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,56438,5,html-multi-slider-response,,90
19,Condition 1,0.0-6.0,,11,10,79,0,10011,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,66710,6,html-multi-slider-response,,30
19,Condition 1,0.0-7.0,,0,30,59,11,9624,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,76590,7,html-multi-slider-response,,45
19,Condition 1,0.0-8.0,,74,0,0,26,9744,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,86598,8,html-multi-slider-response,,30
19,Condition 1,0.0-9.0,,0,0,0,100,4617,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,91478,9,html-multi-slider-response,,10
19,Condition 1,0.0-10.0,,0,0,0,100,3976,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,95712,10,html-multi-slider-response,,5
19,Condition 1,0.0-11.0,,87,0,13,0,7246,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,103215,11,html-multi-slider-response,,15
19,Condition 1,0.0-12.0,,0,78,22,0,4926,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,108402,12,html-multi-slider-response,,90
19,Condition 1,0.0-13.0,,32,0,17,51,7772,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,116429,13,html-multi-slider-response,,20
19,Condition 1,0.0-14.0,,35,14,0,51,6583,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,123269,14,html-multi-slider-response,,20
19,Condition 1,0.0-15.0,,79,0,0,21,6181,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,129715,15,html-multi-slider-response,,15
19,Condition 1,0.0-16.0,,26,40,34,0,5028,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,135005,16,html-multi-slider-response,,45
19,Condition 1,0.0-17.0,,0,0,0,100,2781,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,138047,17,html-multi-slider-response,,5
19,Condition 1,0.0-18.0,,0,79,21,0,9548,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,147859,18,html-multi-slider-response,,60
19,Condition 1,0.0-19.0,,0,32,68,0,5612,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,153736,19,html-multi-slider-response,,60
19,Condition 1,0.0-20.0,,0,0,100,0,4593,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,158595,20,html-multi-slider-response,,120
19,Condition 1,0.0-21.0,,14,0,0,86,4418,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,163272,21,html-multi-slider-response,,10
19,Condition 1,0.0-22.0,,0,0,100,0,13366,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,176900,22,html-multi-slider-response,,120
33,Condition 1,0.0-5.0,,5,5,5,85,57559,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,120129,5,html-multi-slider-response,,45
33,Condition 1,0.0-6.0,,5,5,5,85,33049,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,153432,6,html-multi-slider-response,,90
33,Condition 1,0.0-7.0,,5,5,5,85,42329,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,196016,7,html-multi-slider-response,,30
33,Condition 1,0.0-8.0,,5,5,5,85,24697,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,220969,8,html-multi-slider-response,,10
33,Condition 1,0.0-9.0,,5,5,5,85,19192,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,240417,9,html-multi-slider-response,,60
33,Condition 1,0.0-10.0,,5,5,5,85,49226,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,289897,10,html-multi-slider-response,,120
33,Condition 1,0.0-11.0,,5,5,5,85,23392,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,313545,11,html-multi-slider-response,,60
33,Condition 1,0.0-12.0,,5,5,5,85,22040,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,335841,12,html-multi-slider-response,,30
33,Condition 1,0.0-13.0,,0,0,0,100,17313,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,353408,13,html-multi-slider-response,,5
33,Condition 1,0.0-14.0,,5,0,5,90,31505,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,385169,14,html-multi-slider-response,,15
33,Condition 1,0.0-15.0,,0,0,0,100,5321,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,390744,15,html-multi-slider-response,,5
33,Condition 1,0.0-16.0,,0,0,0,100,8210,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,399209,16,html-multi-slider-response,,10
33,Condition 1,0.0-17.0,,5,0,5,90,30649,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,430113,17,html-multi-slider-response,,20
33,Condition 1,0.0-18.0,,0,5,5,90,19473,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,449840,18,html-multi-slider-response,,45
33,Condition 1,0.0-19.0,,0,5,0,95,15954,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,466049,19,html-multi-slider-response,,120
33,Condition 1,0.0-20.0,,5,0,0,95,15705,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,482009,20,html-multi-slider-response,,15
33,Condition 1,0.0-21.0,,0,10,0,90,13184,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,495447,21,html-multi-slider-response,,90
33,Condition 1,0.0-22.0,,5,5,5,85,16876,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,512576,22,html-multi-slider-response,,20
35,Condition 1,0.0-5.0,,90,0,10,0,32515,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,93898,5,html-multi-slider-response,,15
35,Condition 1,0.0-6.0,,0,0,100,0,11037,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,105195,6,html-multi-slider-response,,60
35,Condition 1,0.0-7.0,,0,0,100,0,6485,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,111937,7,html-multi-slider-response,,90
35,Condition 1,0.0-8.0,,0,0,50,50,13030,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,125231,8,html-multi-slider-response,,120
35,Condition 1,0.0-9.0,,50,0,50,0,17838,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,143334,9,html-multi-slider-response,,20
35,Condition 1,0.0-10.0,,100,0,0,0,7190,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,150784,10,html-multi-slider-response,,15
35,Condition 1,0.0-11.0,,30,0,70,0,20490,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,171529,11,html-multi-slider-response,,45
35,Condition 1,0.0-12.0,,20,0,0,80,17154,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,188944,12,html-multi-slider-response,,10
35,Condition 1,0.0-13.0,,50,0,50,0,16645,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,205852,13,html-multi-slider-response,,20
35,Condition 1,0.0-14.0,,20,0,80,0,10489,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,216598,14,html-multi-slider-response,,30
35,Condition 1,0.0-15.0,,0,0,100,0,8238,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,225096,15,html-multi-slider-response,,90
35,Condition 1,0.0-16.0,,0,0,50,50,8413,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,233767,16,html-multi-slider-response,,120
35,Condition 1,0.0-17.0,,5,0,0,95,9999,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,244033,17,html-multi-slider-response,,5
35,Condition 1,0.0-18.0,,0,0,100,0,7370,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,251657,18,html-multi-slider-response,,60
35,Condition 1,0.0-19.0,,5,0,0,95,10286,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,262202,19,html-multi-slider-response,,5
35,Condition 1,0.0-20.0,,50,0,50,0,13324,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,275786,20,html-multi-slider-response,,30
35,Condition 1,0.0-21.0,,0,0,100,0,9668,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,285711,21,html-multi-slider-response,,45
35,Condition 1,0.0-22.0,,10,0,0,90,8017,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,293989,22,html-multi-slider-response,,10
10,Condition 1,0.0-5.0,,100,0,0,0,16663,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,55378,5,html-multi-slider-response,,15
10,Condition 1,0.0-6.0,,25,25,25,25,22781,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,78413,6,html-multi-slider-response,,10
10,Condition 1,0.0-7.0,,50,0,0,50,17865,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,96531,7,html-multi-slider-response,,15
10,Condition 1,0.0-8.0,,0,0,0,100,11646,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,108431,8,html-multi-slider-response,,60
10,Condition 1,0.0-9.0,,0,0,0,100,3747,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,112432,9,html-multi-slider-response,,120
10,Condition 1,0.0-10.0,,50,50,0,0,15998,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,128683,10,html-multi-slider-response,,30
10,Condition 1,0.0-11.0,,50,0,50,0,12114,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,141050,11,html-multi-slider-response,,30
10,Condition 1,0.0-12.0,,0,100,0,0,6497,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,147801,12,html-multi-slider-response,,45
10,Condition 1,0.0-13.0,,0,0,0,100,3913,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,151968,13,html-multi-slider-response,,90
10,Condition 1,0.0-14.0,,0,0,0,100,7047,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,159268,14,html-multi-slider-response,,60
10,Condition 1,0.0-15.0,,0,0,0,100,3747,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,163268,15,html-multi-slider-response,,120
10,Condition 1,0.0-16.0,,0,50,0,50,13314,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,176836,16,html-multi-slider-response,,45
10,Condition 1,0.0-17.0,,0,0,0,100,6797,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,183886,17,html-multi-slider-response,,5
10,Condition 1,0.0-18.0,,0,0,0,100,6098,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,190237,18,html-multi-slider-response,,5
10,Condition 1,0.0-19.0,,100,0,0,0,4947,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,195437,19,html-multi-slider-response,,20
10,Condition 1,0.0-20.0,,0,0,0,100,4347,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,200037,20,html-multi-slider-response,,10
10,Condition 1,0.0-21.0,,100,0,0,0,3881,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,204171,21,html-multi-slider-response,,20
10,Condition 1,0.0-22.0,,0,0,0,100,5730,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,210154,22,html-multi-slider-response,,90
42,Condition 1,0.0-5.0,,23,0,0,77,35847,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,88790,5,html-multi-slider-response,,5
42,Condition 1,0.0-6.0,,60,10,0,30,19111,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,108159,6,html-multi-slider-response,,10
42,Condition 1,0.0-7.0,,0,10,90,0,11567,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,119996,7,html-multi-slider-response,,90
